date,venue,venue_num,race,night,race_type,why_bet,confidence,pred_combo,pred_prob,pred_ev,pred_odds,upset_score,wind_speed,wind_dir,wave,result_combo,payout,hit,profit,n_bets,cost
20260703,芦屋,21,2,1,モンスター型,超荒れ(9.5),0.99,1-6-4,0.11655,9.277,79.6,9.5,1.0,向,1,4-1-2,1650,0,-600,2,600,,,,,,,,
20260703,芦屋,21,8,1,イン逃げ型,1号艇ST大幅遅れ0.22|1号艇勝率低(5.0)|超荒れ(9.5),0.99,1-6-2,0.12764,9.484,74.3,9.5,2.0,向,2,1-4-3,1300,0,-600,2,600,,,,,,,,
20260703,福岡,22,4,1,1残り荒れ型,向かい風3m|波高3cm|1号艇展示5位(最下位圏)|6号艇展示2位|超荒れ(9.5),0.9216,6-1-5,0.08046,5.069,63.0,9.5,3.0,向,3,1-3-4,2440,0,-1600,3,1600,,,,,,,,
20260703,福岡,22,5,1,イン逃げ型,向かい風3m|波高3cm|1号艇展示5位(最下位圏)|超荒れ(9.5),0.7779,1-3-6,0.05121,2.724,53.2,9.5,3.0,向,3,1-4-6,950,0,-600,2,600,,,,,,,,
20260703,福岡,22,6,1,1残り荒れ型,向かい風3m|波高3cm|1号艇勝率低(4.1)|1号艇モーター6位|1号艇展示2位|超荒れ(9.5),0.99,1-6-5,0.10988,6.835,62.2,9.5,3.0,向,3,3-2-1,6060,0,-600,2,600,,,,,,,,
20260703,福岡,22,8,1,イン逃げ型,向かい風3m|波高3cm|超荒れ(9.5),0.99,6-1-3,0.13085,7.89,60.3,9.5,3.0,向,3,6-2-1,10890,0,-1600,3,1600,,,,,,,,
20260703,福岡,22,10,1,1残り荒れ型,向かい風3m|波高3cm|1号艇ST遅れ0.18|1号艇展示1位|超荒れ(9.5),0.99,1-6-5,0.106,6.116,57.7,9.5,3.0,向,3,1-2-3,800,0,-1300,2,1300,,,,,,,,
20260703,唐津,23,2,1,イン逃げ型,波高3cm|1号艇展示2位|超荒れ(9.5),0.9045,1-2-6,0.07565,5.908,78.1,9.486,3.0,横,3,6-1-2,42020,0,-600,2,600,,,,,,,,
20260703,唐津,23,3,1,1残り荒れ型,波高3cm|1号艇展示1位|荒れ(6.8),0.9357,1-6-3,0.12646,8.536,67.5,6.786,3.0,横,3,1-3-5,2210,0,-600,2,600,,,,,,,,
20260703,唐津,23,4,1,1残り荒れ型,波高3cm|1号艇勝率低(5.0)|1号艇展示6位(最下位圏)|超荒れ(9.5),0.7573,1-2-6,0.07149,2.116,29.6,9.486,3.0,横,3,4-1-3,8780,0,-600,2,600,,,,,,,,
20260703,唐津,23,5,1,イン逃げ型,波高3cm|1号艇展示2位|超荒れ(9.5),0.88,1-6-4,0.06864,4.139,60.3,9.486,3.0,横,3,1-3-4,1480,0,-600,2,600,,,,,,,,
20260703,唐津,23,7,1,イン逃げ型,波高3cm|1号艇勝率低(3.9)|超荒れ(7.4),0.9209,1-6-5,0.09232,3.527,38.2,7.386,3.0,横,3,2-5-3,7020,0,-600,2,600,,,,,,,,
20260703,平和島,4,1,1,1残り荒れ型,波高3cm|1号艇勝率低(4.0)|1号艇展示1位|超荒れ(7.5),0.6683,1-2-6,0.03797,2.57,67.7,7.493,3.0,横,3,5-6-3,26580,0,0,2,0,,,,,,,,
20260703,平和島,4,11,1,イン逃げ型,波高3cm|1号艇ST大幅遅れ0.27|1号艇展示5位(最下位圏)|超荒れ(9.5),0.5845,6-1-5,0.03262,1.869,57.3,9.5,4.0,横,3,2-1-5,1960,0,0,1,0,,,,,,,,
20260703,びわこ,11,6,0,モンスター型,波高3cm|超荒れ(8.5),0.7382,1-2-6,0.04967,2.623,52.8,8.547,3.0,横,3,4-5-1,3030,0,0,1,0,,,,,,,,
20260703,児島,16,5,0,イン逃げ型,波高3cm|荒れ(6.9),0.5986,6-1-4,0.03561,2.233,62.7,6.948,2.0,横,3,1-2-6,1850,1,0,2,0,,,,,,,,
20260703,児島,16,7,0,イン逃げ型,波高5cm|1号艇ST遅れ0.19|6号艇展示2位|超荒れ(9.3),0.8392,6-1-4,0.05821,3.464,59.5,9.272,6.0,横,5,4-1-6,5780,0,0,3,0,,,,,,,,
20260703,児島,16,9,0,1残り荒れ型,波高3cm|1号艇展示1位|超荒れ(9.5),0.8207,1-2-6,0.05162,3.03,58.7,9.5,3.0,横,3,1-2-4,1260,0,0,2,0,,,,,,,,
20260703,児島,16,11,0,1残り荒れ型,波高3cm|超荒れ(9.5),0.5351,6-1-4,0.02599,1.694,65.2,9.5,3.0,横,3,1-6-4,24800,0,0,1,0,,,,,,,,
20260703,児島,16,12,0,イン逃げ型,波高3cm|超荒れ(9.3),0.8459,6-1-4,0.06014,3.609,60.0,9.272,5.0,横,3,1-3-5,1690,0,0,2,0,,,,,,,,
20260703,下関,19,7,0,1残り荒れ型,追い風3m|波高3cm|1号艇ST大幅遅れ0.21|1号艇勝率低(2.4)|2号艇展示2位|超荒れ(9.5),0.7975,2-1-6,0.04499,3.388,75.3,9.5,3.0,追,3,4-1-3,36550,0,0,2,0,,,,,,,,
20260703,下関,19,11,0,イン逃げ型,追い風3m|波高3cm|超荒れ(9.5),0.5957,1-3-6,0.03462,1.897,54.8,9.5,3.0,追,3,1-3-4,760,0,0,1,0,,,,,,,,
20260703,芦屋,21,6,1,イン逃げ型,1号艇展示5位(最下位圏)|1号艇モーター5位|6号艇展示1位|超荒れ(9.5),0.7966,6-1-4,0.04475,3.093,69.1,9.5,2.0,向,2,1-4-3,5620,0,0,3,0,,,,,,,,
20260703,福岡,22,2,1,イン逃げ型,向かい風3m|波高3cm|1号艇勝率低(4.4)|1号艇展示5位(最下位圏)|6号艇展示2位|超荒れ(9.5),0.7434,6-1-2,0.04375,2.669,61.0,9.5,3.0,向,3,1-3-4,1550,0,0,2,0,,,,,,,,
20260703,福岡,22,7,1,イン逃げ型,向かい風3m|波高3cm|1号艇モーター5位|1号艇展示1位|超荒れ(9.5),0.5284,1-6-4,0.02917,1.575,54.0,9.5,3.0,向,3,4-2-1,51670,0,0,1,0,,,,,,,,
20260703,唐津,23,11,1,モンスター型,波高3cm|超荒れ(9.5),0.4943,6-1-2,0.0401,1.095,27.3,9.486,3.0,横,3,4-1-5,6770,0,0,1,0,,,,,,,,
20260703,津,9,4,0,イン逃げ型,超荒れ(9.5),0.604,6-1-5,0.03265,1.998,61.2,9.5,3.0,横,2,6-1-3,5900,0,0,1,0,,,,,,,,
20260703,常滑,8,4,0,1残り荒れ型,1号艇勝率低(4.5)|超荒れ(8.2),0.5785,1-6-5,0.03099,2.045,66.0,8.161,4.0,横,2,6-1-2,3200,0,0,1,0,,,,,,,,
20260703,平和島,4,2,1,イン逃げ型,波高3cm|超荒れ(8.0),0.7766,6-1-4,0.04759,3.379,71.0,8.003,0.0,横,3,1-3-2,650,0,0,1,0,,,,,,,,
20260703,芦屋,21,10,1,1残り荒れ型,超荒れ(9.5),0.8171,6-1-5,0.0506,3.82,75.5,9.5,2.0,向,2,1-2-6,680,0,0,2,0,,,,,,,,
20260703,常滑,8,6,0,イン逃げ型,1号艇モーター6位|超荒れ(9.3),0.5509,1-6-5,0.02985,1.74,58.3,9.271,4.0,横,2,1-2-6,450,0,0,1,0,,,,,,,,
20260703,津,9,7,0,イン逃げ型,超荒れ(9.5),0.5685,1-3-6,0.02879,1.851,64.3,9.5,3.0,横,2,3-6-4,6470,0,0,1,0,,,,,,,,
20260703,児島,16,8,0,1残り荒れ型,波高3cm|超荒れ(9.5),0.547,1-5-6,0.03849,1.482,38.5,9.5,4.0,横,3,1-4-3,1840,0,0,1,0,,,,,,,,
20260703,平和島,4,7,1,1残り荒れ型,波高3cm|超荒れ(9.0),0.6799,1-6-5,0.03313,2.561,77.3,8.993,0.0,横,3,1-5-2,810,0,0,1,0,,,,,,,,
20260703,児島,16,10,0,1残り荒れ型,波高3cm|1号艇モーター5位|超荒れ(9.5),0.5976,1-6-4,0.03621,1.872,51.7,9.5,4.0,横,3,1-2-4,4520,0,0,1,0,,,,,,,,
20260703,津,9,11,0,イン逃げ型,荒れ(5.2),0.4937,1-6-4,0.04087,1.651,40.4,5.153,3.0,横,2,1-3-5,770,0,0,1,0,,,,,,,,
20260703,蒲郡,7,2,0,イン逃げ型,向かい風4m|1号艇勝率低(4.0)|超荒れ(9.3),0.613,6-1-5,0.04954,1.689,34.1,9.31,4.0,向,2,1-2-3,860,0,0,1,0,,,,,,,,
20260703,常滑,8,12,0,イン逃げ型,荒れ(5.3),0.6203,1-3-6,0.03991,2.494,62.5,5.323,3.0,横,1,1-3-2,740,0,0,1,0,,,,,,,,
20260703,福岡,22,9,1,イン逃げ型,向かい風3m|波高3cm|超荒れ(9.5),0.6591,1-2-6,0.04403,2.1,47.7,9.5,3.0,向,3,1-3-4,790,0,0,1,0,,,,,,,,
20260703,浜名湖,6,12,1,イン逃げ型,1号艇モーター5位|超荒れ(9.0),0.7148,1-6-3,0.03741,2.69,71.9,9.023,3.0,横,2,1-3-2,730,0,0,1,0,,,,,,,,
20260703,下関,19,10,0,イン逃げ型,波高3cm|超荒れ(9.5),0.5983,1-6-5,0.03662,1.868,51.0,9.5,3.0,横,3,1-3-4,1590,0,0,2,0,,,,,,,,
20260703,蒲郡,7,10,0,イン逃げ型,超荒れ(9.1),0.6797,6-1-4,0.06294,1.851,29.4,9.092,2.0,向,1,1-2-3,1080,0,0,1,0,,,,,,,,
20260703,蒲郡,7,11,0,イン逃げ型,1号艇モーター5位|超荒れ(9.3),0.8346,6-1-4,0.0656,2.788,42.5,9.343,2.0,向,1,1-2-5,1950,0,0,1,0,,,,,,,,
20260703,蒲郡,7,12,0,イン逃げ型,1号艇モーター5位|超荒れ(8.9),0.6032,1-3-6,0.04513,1.783,39.5,8.889,2.0,向,1,1-2-3,680,0,0,1,0,,,,,,,,
